filename,variable,missing_percent,test_result,r_value,verdict
JULY_2024.CSV,c16_kind_of_business_(primary_occupation),55.97,Insufficient Data,,Potential MNAR (Drop)
JULY_2024.CSV,"location_of_work_(province,_municipality)",55.97,Insufficient Data,,Potential MNAR (Drop)
JULY_2024.CSV,c14_primary_occupation,55.97,Insufficient Data,,Potential MNAR (Drop)
JULY_2024.CSV,c12_job_indicator,51.82,Insufficient Data,,Potential MNAR (Drop)
JULY_2024.CSV,c08_currently_attending_school,49.85,Pattern Found (r=0.48),0.4827,Likely MAR (Impute)
JULY_2024.CSV,"new_employment_criteria_(jul_05,_2005)",27.81,Pattern Found (r=0.94),0.9436,Likely MAR (Impute)
JULY_2024.CSV,c09_graduate_of_technical/vocational_course,26.2,Pattern Found (r=0.98),0.983,Likely MAR (Impute)
JULY_2024.CSV,c09a___currently_attending_non_formal_training_for_skills_development,26.2,Pattern Found (r=0.95),0.9488,Likely MAR (Impute)
JULY_2024.CSV,c10_overseas_filipino_indicator,26.2,Pattern Found (r=0.98),0.983,Likely MAR (Impute)
JULY_2024.CSV,work_indicator,8.01,Pattern Found (r=0.51),0.5066,Likely MAR (Impute)
JULY_2024.CSV,c06_marital_status,6.4,Pattern Found (r=0.58),0.579,Likely MAR (Impute)
JULY_2024.CSV,c07_highest_grade_completed,6.4,Pattern Found (r=0.58),0.5801,Likely MAR (Impute)
JANUARY_2024.CSV,first_time_to_look_for_work,98.94,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2024.CSV,c33_number_of_weeks_spent_in_looking_for_work,98.94,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2024.CSV,c32_job_search_method,98.94,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2024.CSV,c35_when_last_looked_for_work,98.82,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2024.CSV,c27_number_of_jobs_during_the_past_week,96.61,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2024.CSV,c37_willingness_to_take_up_work_during_the_past_week_or_withing_two_weeks,96.41,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2024.CSV,available_for_work,96.41,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2024.CSV,c39___last_worked_(year),87.98,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2024.CSV,kind_of_business_(past_quarter),87.98,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2024.CSV,c41__previous_occupation,87.98,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2024.CSV,c39___last_worked_(month),87.98,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2024.CSV,c29_reasons_for_working_more_than_48_hours_during_the_past_week,79.93,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2024.CSV,c25_basic_pay_per_day_(primary_occupation),77.21,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2024.CSV,c24_basis_of_payment_(primary_occupation),73.86,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2024.CSV,c34_reason_for_not_looking_for_work,71.0,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2024.CSV,looked_for_work_or_tried_to_establish_business_during_the_past_week,69.94,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2024.CSV,previous_job_indicator,69.94,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2024.CSV,c11a___working_arrangement,58.69,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2024.CSV,c19_total_number_of_hours_worked_during_the_past_week,58.65,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2024.CSV,c17_nature_of_employment_(primary_occupation),58.65,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2024.CSV,normal_working_hours_per_day,58.65,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2024.CSV,c22_first_time_to_work,58.65,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2024.CSV,want_more_hours_of_work,58.65,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2024.CSV,other_job_indicator,58.65,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2024.CSV,look_for_additional_work,58.65,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2024.CSV,total_hours_worked_for_all_jobs,58.65,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2024.CSV,c23_class_of_worker_(primary_occupation),58.65,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2024.CSV,c16_kind_of_business_(primary_occupation),58.55,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2024.CSV,"location_of_work_(province,_municipality)",58.55,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2024.CSV,c14_primary_occupation,58.55,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2024.CSV,c08_currently_attending_school,51.75,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2024.CSV,c12_job_indicator,49.7,Pattern Found (r=0.82),0.8231,Likely MAR (Impute)
JANUARY_2024.CSV,"new_employment_criteria_(jul_05,_2005)",28.6,Pattern Found (r=0.95),0.9499,Likely MAR (Impute)
JANUARY_2024.CSV,c09_graduate_of_technical/vocational_course,27.28,Pattern Found (r=0.98),0.9817,Likely MAR (Impute)
JANUARY_2024.CSV,c09a___currently_attending_non_formal_training_for_skills_development,27.28,Pattern Found (r=0.96),0.9595,Likely MAR (Impute)
JANUARY_2024.CSV,c10_overseas_filipino_indicator,27.28,Pattern Found (r=0.98),0.9817,Likely MAR (Impute)
JANUARY_2024.CSV,work_indicator,8.39,Pattern Found (r=0.50),0.5048,Likely MAR (Impute)
JANUARY_2024.CSV,c06_marital_status,7.07,Pattern Found (r=0.59),0.5883,Likely MAR (Impute)
JANUARY_2024.CSV,c07_highest_grade_completed,7.07,Pattern Found (r=0.59),0.5883,Likely MAR (Impute)
